temp_id,title,pubmed_id,journal,year,url,abstract
141,Comparative studies of immunity proteins of pediocin-like bacteriocins.,12427956,"Microbiology (Reading, England). Volume: 148 Issue: Pt 11 Nov 2002",2002,http://www.ncbi.nlm.nih.gov/pubmed/12427956/,"Genes encoding pediocin-like bacteriocins are usually co-transcribed with a gene encoding a cognate immunity protein. To investigate the functionality and specificity of immunity proteins, immunity genes belonging to the bacteriocins curvacin A, enterocin A, enterocin P, leucocin A, pediocin PA-1 and sakacin P, as well as a putative immunity gene, orfY, were expressed in three bacteriocin-sensitive lactic acid bacteria (Lactobacillus sake, Carnobacterium piscicola and Enterococcus faecalis). The transformed indicator strains, each containing one of the immunity genes, were tested for sensitivity towards seven different purified bacteriocins (curvacin A, enterocin A, enterocin P, leucocin A, leucocin C, pediocin PA-1 and sakacin P). Cross-immunity was observed almost exclusively in situations where either the bacteriocins or the immunity proteins belonged to the same sequence-based subgroup. In a few cases, the functionality of immunity proteins was strain-dependent; e.g. the leucocin A immunity gene provided immunity to enterocin A, pediocin PA-1 and leucocin A in Ent. faecalis, whereas in the other two indicators, this gene provided immunity to leucocin A only. The orfY gene, which is transcribed without a cognate bacteriocin, was shown to encode a functional immunity protein that expands the bacteriocin resistance of the strain possessing this gene. The results show that the bacteriocin sensitivity of a lactic acid bacterium strain can depend on (1) the presence of immunity genes in connection with its own bacteriocin production, (2) the presence of extra immunity genes and (3) more general properties of the strain such as the membrane composition or the presence of receptors."
142,Hospitalized exacerbations of COPD: risk factors and outcomes in the ECLIPSE cohort.,25356881,Chest. Volume: 147 Issue: 4 Apr 2015,2015,http://www.ncbi.nlm.nih.gov/pubmed/25356881/,"Exacerbations of COPD requiring hospital admission have important clinical and societal implications. We sought to investigate the incidence, recurrence, risk factors, and mortality of patients with COPD exacerbations requiring hospital admission compared with those without hospital admission during 3-year follow-up. Patients with COPD (N = 2,138) were identified from the Evaluation of COPD Longitudinally to Identify Predictive Surrogate Endpoints (ECLIPSE) observational cohort."
143,A global strategy to mitigate the environmental impact of China's ruminant consumption boom.,30297840,Nature communications. Volume: 9 Issue: 1 10 08 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30297840/,"Rising demand for ruminant meat and dairy products in developing countries is expected to double anthropogenic greenhouse gas and ammonia emissions from livestock by 2050. Mitigation strategies are urgently needed to meet demand while minimizing environmental impacts. Here, we develop scenarios for mitigating emissions under local vs global supply policies using data from 308 livestock farms across mainland China, where emissions intensities are ~50% higher than those in developed nations. Intensification of domestic production and globalized expansion through increased trade result in reductions in global emissions by nearly 30% over a business-as-usual scenario, but at the expense of trading partners absorbing the associated negative externalities of environmental degradation. Only adoption of a mixed strategy combining global best-practice in sustainable intensification of domestic production, with increased green-source trading as a short-term coping strategy, can meet 2050 demand while minimizing the local and global environmental footprint of China's ruminant consumption boom."
144,"Description of patients admitted to a burn unit of Yekatit 12 Hosptial, Addis Ababa, Ethiopia.",17370437,Ethiopian medical journal. Volume: 44 Issue: 4 Oct 2006,2006,http://www.ncbi.nlm.nih.gov/pubmed/17370437/,"The over all aim of the study is to describe the characteristics of patients with burn injuries admitted Yekatit 12 Hospital, Addis Ababa, Ethiopia."
145,Digital volume tomography  of the facial skeleton.,22314736,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 132 Issue: 3 Feb 07 2012",2012,http://www.ncbi.nlm.nih.gov/pubmed/22314736/,
146,Comparative phylogeny of the ammonia monooxygenase subunit A and 16S rRNA genes of ammonia-oxidizing bacteria.,11750809,FEMS microbiology letters. Volume: 205 Issue: 2 Dec 18 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11750809/,"A fragment of the ammonia monooxygenase gene (amoA) from 31 strains of ammonia-oxidizing bacteria (AOB) was sequenced and analysed phylogenetically. The results were compared with the phylogeny of 16S rDNA from AOB. For most groups of AOB we found a high consistency between the phylogenetic trees based on the 16S rDNA and amoA sequences. Although it is not a phylogenetic marker, using the amoA as a probe when studying microbial diversity will probably reduce the amount of non-AOB detected, compared to using rDNA based probes. The data presented in this paper extend and improve the basis for application of amoA in studies of AOB in the environment."
147,Consistent impaired verbal memory in PTSD: a meta-analysis.,18377999,Journal of affective disorders. Volume: 111 Issue: 1 Nov 2008,2008,http://www.ncbi.nlm.nih.gov/pubmed/18377999/,"Qualitative review papers have indicated that verbal memory impairment is found to be the most consistent cognitive impairment related to PTSD. These review papers have used qualitative methods to describe the effects, and consequently they have not been able to estimate the strength of the memory-PTSD association."
148,The prognosis of patients with hysterical visual impairment.,2728867,Acta ophthalmologica. Volume: 67 Issue: 2 Apr 1989,1989,http://www.ncbi.nlm.nih.gov/pubmed/2728867/,"During the period 1962-1986, 54 patients received the diagnosis hysterical visual impairment, i.e. 1 out of every 631 patients admitted to our department. Isolated visual acuity impairment was the most common symptom, followed by combined visual acuity impairment and visual field constriction, whereas isolated visual field constriction occurred most infrequently. The mean age of the patients in the first group was significantly lower than that of the patients in the latter group. A questionnaire sent to all patients in 1987 was answered by 41 patients. Twenty-one of these (51%) felt that their visual function now was good, whereas 20 (49%) claimed that their visual function was still poor. Nine patients (22%) were disabled because of their visual problems. Twenty-nine of the patients who answered the questionnaire were re-examined. Sixteen of these (55%) still showed visual impairment at the follow-up, while 13 (45%) showed complete disappearance of visual complaints. The younger patients appeared to have a better prognosis than the older ones."
149,Effects of stress on the growth of a fibrosarcoma in nu/nu and conventional mice.,1738816,Scandinavian journal of immunology. Volume: 35 Issue: 2 Feb 1992,1992,http://www.ncbi.nlm.nih.gov/pubmed/1738816/,"BALB/c mice subjected to water stress twice daily, between 3 and 7 min at each exposure 3 days before, 5 days after, or 3 days before and 5 days after intradermal Meth A tumour transplantation, showed an increase of tumour size and tumour growth rate compared with that of home cage control (HCC) mice. However, BALB/c mice subjected to water stress 3 days before and 6 days after tumour transplantation showed a decrease of tumour size and tumour growth rate compared with HCC mice. BALB/c mice subjected to 2 min of handling stress daily on days 1 through 5, but not BALB/c mice subjected to handling stress on days 1 through 7 or on days 6 through 7 of tumour growth, showed an increased in tumour size relative to HCC mice. On the other hand, BALB/cBy mice handling stressed on days 1 through 7, but not BALB/cBy mice handling stressed on days 1 through 5 or days 6 through 7 after tumour transplantation, showed a decreased tumour size compared with HCC mice. No effect of stress could be observed when nu/nu BALB/c mice were subjected to water stress 3 days before and 6 days after tumour transplantation. However, BALB/c nu/nu mice pre-injected intraperitoneally with spleen cells from conventional mice had a decreased tumour size and growth rate of the tumour when stressed 3 days before and 6 days after tumour transplantation."
150,A comparison of SAPS II and SAPS 3 in a Norwegian intensive care unit population.,19419352,Acta anaesthesiologica Scandinavica. Volume: 53 Issue: 5 May 2009,2009,http://www.ncbi.nlm.nih.gov/pubmed/19419352/,"Simplified Acute Physiology Score (SAPS II) is the most widely used general severity scoring system in European intensive care medicine. Because its performance has been questioned in several external validation studies, SAPS 3 was recently released. To our knowledge, there are no published validation studies of SAPS II or SAPS 3 in the Scandinavian countries. We aimed to evaluate and compare the performance of SAPS II and SAPS 3 in a Norwegian intensive care unit (ICU) population."
151,50 Years Ago in TheJournal ofPediatrics: Arterial Oxygen Tension in Premature Infants.,27568249,The Journal of pediatrics. Volume: 176 09 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/27568249/,
152,In-flight calibration of mesospheric rocket plasma probes.,21806207,The Review of scientific instruments. Volume: 82 Issue: 7 Jul 2011,2011,http://www.ncbi.nlm.nih.gov/pubmed/21806207/,"Many effects and factors can influence the efficiency of a rocket plasma probe. These include payload charging, solar illumination, rocket payload orientation and rotation, and dust impact induced secondary charge production. As a consequence, considerable uncertainties can arise in the determination of the effective cross sections of plasma probes and measured electron and ion densities. We present a new method for calibrating mesospheric rocket plasma probes and obtaining reliable measurements of plasma densities. This method can be used if a payload also carries a probe for measuring the dust charge density. It is based on that a dust probe's effective cross section for measuring the charged component of dust normally is nearly equal to its geometric cross section, and it involves the comparison of variations in the dust charge density measured with the dust detector to the corresponding current variations measured with the electron and/or ion probes. In cases in which the dust charge density is significantly smaller than the electron density, the relation between plasma and dust charge density variations can be simplified and used to infer the effective cross sections of the plasma probes. We illustrate the utility of the method by analysing the data from a specific rocket flight of a payload containing both dust and electron probes."
153,Limit setting in mental health: historical factors and suggestions as to its rationale.,16965479,Journal of psychiatric and mental health nursing. Volume: 13 Issue: 5 Oct 2006,2006,http://www.ncbi.nlm.nih.gov/pubmed/16965479/,"The task of enforcing behavioural limits in mental health settings is widely regarded as necessary but also potentially counter-therapeutic. There has been little discussion of the ideological basis for limit setting in psychiatry, and this paper attempts to locate the progress of this ideology from the moral treatment movement to contemporary medicalized psychiatry. It is suggested that limit setting has its foundations in the Enlightenment tradition of the autonomous individual and the power of reason, and in the dual functions of psychiatry as a therapeutic and social control system. The account draws on the work of critical psychiatry, as well as on recent research concerning the discourses and practices of mental health nurses, and concludes that these dual functions are inherent to the psychiatric project."
154,Shape information from glucose curves: functional data analysis compared with traditional summary measures.,23327294,BMC medical research methodology. Volume: 13 Jan 17 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/23327294/,
155,Do human lumbar discs reconstitute after chemonucleolysis? A 7-year follow-up study.,10065518,Spine. Volume: 24 Issue: 4 Feb 15 1999,1999,http://www.ncbi.nlm.nih.gov/pubmed/10065518/,"A retrospective, longitudinal study of 51 patients, covering a mean follow-up period of 81 months."
156,Effect of melanin on phosphorus T1S in human melanoma xenografts studied by 31P MRS.,8544656,Magnetic resonance imaging. Volume: 13 Issue: 6 1995,1995,http://www.ncbi.nlm.nih.gov/pubmed/8544656/,"31P MRS resonance ratios of tumors depend on the T1S of the phosphorus compounds. The objective of the 31P MRS study reported here was to investigate whether the phosphorus T1S of melanomas are influenced by the presence of melanin. One amelanotic (COX-t) and one melanotic (ROX-t) human melanoma xenograft line were studied at two different tumor volumes: 200 and 1000 mm3. 31P MRS was performed in nonanaesthetized mice at 4.7 T. The T1S were measured by using the superfast inversion recovery technique. Fraction of necrotic tissue in the tumors was determined by histological examination. The ROX-t tumors showed shorter T1S than the COX-t tumors at a volume of 200 mm3, where the fraction of necrotic tissue in the tumors was insignificant. The difference was similar in magnitude for all resonances. The T1S were not significantly different for COX-t and ROX-t at a volume of 1000 mm3, where the tumors of both lines had developed significant necrosis. The phosphorus T1S of melanomas without necrosis can be shortened significantly by the presence of melanin. The magnitude of the T1 shortening is similar for all major compounds. 31P MRS resonance ratios of melanomas are not altered significantly by correcting for effects of partial saturation."
157,Choosing for the child with cochlear implants: a note of precaution.,20155398,"Medicine, health care, and philosophy. Volume: 13 Issue: 2 May 2010",2010,http://www.ncbi.nlm.nih.gov/pubmed/20155398/,"Recent contributions to discussions on paediatric cochlear implantation in Norway indicate two mutually exclusive doctrines prescribing the best course of post-operative support for a child with cochlear implants; bilingually with sign language and spoken language simultaneously or primarily monolingually with speech only. This conflict constitutes an ethical problem for parents responsible for choosing between one of the two alternatives. This article puts forth the precautionary principle as a possible solution to this problem. Although scientific uncertainty exists in the case of both doctrines, there exists a scenario of possible irreversible harm to some of the children habilitated monolingually. An application of the precautionary principle may hence suggest that it is rational to agree on the bilingual approach, at least for the time-being."
158,"Diversity and abundance of Beauveria bassiana in soils, stink bugs and plant tissues of common bean from organic and conventional fields.",29042323,Journal of invertebrate pathology. Volume: 150 11 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/29042323/,"The aim of this study was to evaluate the natural occurrence of Beauveria spp. in soil, from infections in the stink bug Piezodorus guildinii, an important pest of common bean (Phaseolus vulgaris) and as endophytes in bean plant tissue. Twelve conventional and 12 organic common bean fields in the Villa Clara province, Cuba were sampled from September 2014 to April 2015. One hundred and fifty Beauveria isolates were obtained from soil samples, bean plant parts and stink bugs. The overall frequency of occurrence of Beauveria isolates in conventional fields (8.4%) was significantly lower than that in organic fields (23.6%). Beauveria were also obtained significantly more frequently from bean roots in organic fields (15.0%) compared to bean roots in conventional fields (3.3%). DNA sequencing of the intergenic Bloc region was performed for Beauveria species identification. All isolates where characterized as Beauveria bassiana (Balsamo-Crivelli) Vuillemin, and clustered with isolates of neotropical origin previously described as AFNEO_1. The Cuban B. bassiana isolates formed five clusters in the phylogeny. Isolates of two clusters originated from all four locations, organic and conventional fields, as well as soil, plants and stink bugs. Organic fields contained isolates of all five clusters while conventional fields only harbored isolates of the two most frequent ones. Mating type PCR assays revealed that mating type distribution was skewed, with MAT1/MAT2 proportion of 146/4, indicating limited potential for recombination. The present study is the first to report of B. bassiana as a naturally occurring endophyte in common bean. Further, it shows that B. bassiana occurs naturally in diverse environments of common bean fields, and constitutes a potential reservoir of natural enemies against pest insects particularly in organic fields."
159,Linear and non-linear dependencies between copy number aberrations and mRNA expression reveal distinct molecular pathways in breast cancer.,21609452,BMC bioinformatics. Volume: 12 May 24 2011,2011,http://www.ncbi.nlm.nih.gov/pubmed/21609452/,"Elucidating the exact relationship between gene copy number and expression would enable identification of regulatory mechanisms of abnormal gene expression and biological pathways of regulation. Most current approaches either depend on linear correlation or on nonparametric tests of association that are insensitive to the exact shape of the relationship. Based on knowledge of enzyme kinetics and gene regulation, we would expect the functional shape of the relationship to be gene dependent and to be related to the gene regulatory mechanisms involved. Here, we propose a statistical approach to investigate and distinguish between linear and nonlinear dependences between DNA copy number alteration and mRNA expression."
160,Measurement of transference interpretations.,10523429,The Journal of psychotherapy practice and research. Volume: 8 Issue: 4 1999,1999,http://www.ncbi.nlm.nih.gov/pubmed/10523429/,"The authors present a cost-efficient process rating scale for detailed measurement of how much transference interpretations and related therapist interventions are used in brief dynamic psychotherapy. Theoretical and methodological considerations on how to operationalize and quantify such therapeutic interventions are discussed. The scale had highly satisfactory interrater reliability for three raters, who rated 60 whole sessions from an ongoing randomized study of two manualized forms of brief dynamic psychotherapy. In one treatment group, moderate emphasis on transference analysis was intended. In the other, minor or no use of the studied component was intended. The two treatment groups differed significantly in the use of transference interpretations and related interventions. There was no significant difference in therapists' general therapeutic skill or use of supportive interventions. The treatment differentiation was consistent with the manuals."
161,The Akt pathway in oncology therapy and beyond (Review).,30334567,International journal of oncology. Volume: 53 Issue: 6 Dec 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30334567/,"Protein kinase B (Akt), similar to many other protein kinases, is at the crossroads of cell death and survival, playing a pivotal role in multiple interconnected cell signaling mechanisms implicated in cell metabolism, growth and division, apoptosis suppression and angiogenesis. Akt protein kinase displays important metabolic effects, among which are glucose uptake in muscle and fat cells or the suppression of neuronal cell death. Disruptions in the Akt‑regulated pathways are associated with cancer, diabetes, cardiovascular and neurological diseases. The regulation of the Akt signaling pathway renders Akt a valuable therapeutic target. The discovery process of Akt inhibitors using various strategies has led to the identification of inhibitors with great selectivity, low side‑effects and toxicity. The usefulness of Akt emerges beyond cancer therapy and extends to other major diseases, such as diabetes, heart diseases, or neurodegeneration. This review presents key features of Akt structure and functions, and presents the progress of Akt inhibitors in regards to drug development, and their preclinical and clinical activity in regards to therapeutic efficacy and safety for patients."
162,Smartphone Restriction and Its Effect on Subjective Withdrawal Related Scores.,30150959,Frontiers in psychology. Volume: 9 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30150959/,"Excessive smartphone use has been associated with a number of negative consequences for the individual and the environment. Some similarities can be observed between excessive smartphone usage and several behavioural addictions, and continual usage constitutes one of several characteristics included in addiction. In the extreme high end of the distribution of smartphone usage, smartphone restriction might be expected to elicit negative effects for individuals. These negative effects may be regarded as withdrawal symptoms traditionally associated with substance-related addictions. To address this timely issue, the present study examined scores on the Smartphone Withdrawal Scale (SWS), the Fear of Missing Out Scale (FoMOS) and the Positive and Negative Affect Schedule (PANAS) during 72 h of smartphone restriction. A sample of 127 participants (72.4% women), aged 18-48 years (M = 25.0, SD = 4.5), were randomly assigned into one of two conditions: a restricted condition (experimental group, n = 67) or a control condition (control group, n = 60). During the restriction period participants completed the aforementioned scales three times a day. The results revealed significantly higher scores on the SWS and FoMOS for participants allocated to the restricted condition than those assigned to the control condition. Overall the results suggest that smartphone restriction could cause withdrawal symptoms."
163,Primary and secondary Charnley-Hastings hemiarthroplasty in displaced femoral neck fractures and their sequelae.,8739938,Annales chirurgiae et gynaecologiae. Volume: 85 Issue: 1 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/8739938/,"298 women and 36 men, median age 80 (range 40-95) years with 340 femoral neck fractures were treated with Charnley-Hastings hemiarthroplasty and followed for 41 (range 12-86) months. 107 replacements were primary because of poor reduction and 233 were secondary, performed during 60 months after the injury because of disturbed fracture healing. The results of primary and secondary replacements regarding morbidity, mortality, prosthesis failure and survival were similar. The major postoperative complications were: early wound infection (10 cases, 2.9%), dislocation of the prosthesis (16 cases, 4.7%), fracture of femoral shaft (nine cases, 2.7%), and loosening of components with reoperation (six cases, 1.8%). In total 33 reoperations (9.7%) were performed. When failure of the prosthesis was defined as dislocation, fracture or removal of part or whole prosthesis, the three-year and six-year survival rates were 89 and 80%, respectively. Defining the failure as removal of prosthesis component(s) only, the success rates were 96 and 94%, respectively. We conclude that cemented bipolar prosthesis offers a good alternative for salvage of displaced or failed femoral neck fracture."
164,Health inequalities according to educational level in different welfare regimes: a comparison of 23 European countries.,18298629,Sociology of health & illness. Volume: 30 Issue: 4 May 2008,2008,http://www.ncbi.nlm.nih.gov/pubmed/18298629/,"The object of this study was to determine whether the magnitude of educational health inequalities varies between European countries with different welfare regimes. The data source is based on the first and second wave of the European Social Survey. The first health indicator describes people's mental and physical health in general, while the second reports cases of any limiting longstanding illness. Educational inequalities in health were measured as the difference in health between people with an average number of years of education and people whose educational years lay one standard deviation below the national average. Moreover, South European welfare regimes had the largest health inequalities, while countries with Bismarckian welfare regimes tended to demonstrate the smallest. Although the other welfare regimes ranked relatively close to each other, the Scandinavian welfare regimes were placed less favourably than the Anglo-Saxon and East European. Thus, this study shows an evident patterning of magnitudes of health inequalities according to features of European welfare regimes. Although the greater distribution of welfare benefits within the Scandinavian countries are likely to have a protective effect for disadvantaged cities in these countries, other factors such as relative deprivation and class-patterned health behaviours might be acting to widen health inequalities."
165,"Neuropsychological performance in low birth weight preschoolers: a population-based, controlled study.",9461364,European journal of pediatrics. Volume: 157 Issue: 1 Jan 1998,1998,http://www.ncbi.nlm.nih.gov/pubmed/9461364/,"The aim was to evaluate neuropsychological performance and its pre-, and perinatal predictors in low birth weight (LBW) preschool children. A population-based sample of 137 5-year-old children with birth weights less than 2000 g and without major handicaps was compared with a random sample of 152 normal birth weight term controls. Main assessment tools were all subscales from the Wechsler Preschool and Primary Scale of Intelligence Revised, subscales from the Illinois Test of Psycholinguistic Abilities and tests of manual dexterity and figure copying. The LBW children showed significantly lower mean scores compared to controls on tests of visuo-spatial and visuo-motor abilities, but were comparable to controls in other areas, confounding parental factors were controlled for. 14 of the LBW children, there were signs of maternal chorio-amnionitis. Twelve of these had premature rupture of membranes lasting more than 24 h. These 14 children had a mean performance IQ of 87 (SD 5) compared to 100 (SD 15) for the LBW children without maternal signs of chorio-amnionitis (P = 0.001). Having a small head circumference at birth was a less powerful, but statistically significant predictor of impaired performance."
166,A longitudinal MRI study of traumatic axonal injury in patients with moderate and severe traumatic brain injury.,22933813,"Journal of neurology, neurosurgery, and psychiatry. Volume: 83 Issue: 12 Dec 2012",2012,http://www.ncbi.nlm.nih.gov/pubmed/22933813/,To study the evolution of traumatic axonal injury (TAI) detected by structural MRI in patients with moderate and severe traumatic brain injury (TBI) during the first year and relate findings to outcome.
167,Health outcomes and self-labeling as a victim of workplace bullying.,21193099,Journal of psychosomatic research. Volume: 70 Issue: 1 Jan 2011,2011,http://www.ncbi.nlm.nih.gov/pubmed/21193099/,This study investigated the extent to which self-labeling as a victim of workplace bullying mediates or moderates the relationship between exposure to bullying and the target's health outcomes.
168,"Inequalities in health related to women's marital, parental, and employment status--a comparison between the early 70s and the late 80s, Norway.",8745109,Social science & medicine (1982). Volume: 42 Issue: 1 Jan 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/8745109/,"Studies indicate that inequalities in women's health are associated with women's marital, parental and employment status. The causal mechanisms which generate these inequalities are linked to social change at the macro level. The present study asks whether patterns of ill-health according to women's statuses have changed during recent decades in Norway. Five national surveys 1968-91 are analyzed, using number of long-standing diseases as an indicator of health. The results indicate that health differences between full-time employed women and other employment statuses have increased during the 70s and 80s. As regards marital and parental status, the observed changes are not significant. The findings suggest that important causal mechanisms generating health differences related to marital status are located in the private sphere. The interpretation of the widening health gap between employed and non-employed women focuses both on developments which have made it easier to combine employment and family duties, on new norms which favour the self-esteem of employed women, and on health selection processes connected to welfare state developments."
169,Consumption of carbohydrate solutions enhances energy intake without increased body weight and impaired insulin action in rat skeletal muscles.,15959424,Diabetes & metabolism. Volume: 31 Issue: 2 Apr 2005,2005,http://www.ncbi.nlm.nih.gov/pubmed/15959424/,"In the present study, we investigated whether replacement of tap water by fructose or sucrose solutions affect rat body weight and insulin action in skeletal muscles."
170,The Role of Omics in the Application of Adverse Outcome Pathways for Chemical Risk Assessment.,28525648,Toxicological sciences : an official journal of the Society of Toxicology. Volume: 158 Issue: 2 08 01 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28525648/,"In conjunction with the second International Environmental Omics Symposium (iEOS) conference, held at the University of Liverpool (United Kingdom) in September 2014, a workshop was held to bring together experts in toxicology and regulatory science from academia, government and industry. The purpose of the workshop was to review the specific roles that high-content omics datasets (eg, transcriptomics, metabolomics, lipidomics, and proteomics) can hold within the adverse outcome pathway (AOP) framework for supporting ecological and human health risk assessments. In light of the growing number of examples of the application of omics data in the context of ecological risk assessment, we considered how omics datasets might continue to support the AOP framework. In particular, the role of omics in identifying potential AOP molecular initiating events and providing supportive evidence of key events at different levels of biological organization and across taxonomic groups was discussed. Areas with potential for short and medium-term breakthroughs were also discussed, such as providing mechanistic evidence to support chemical read-across, providing weight of evidence information for mode of action assignment, understanding biological networks, and developing robust extrapolations of species-sensitivity. Key challenges that need to be addressed were considered, including the need for a cohesive approach towards experimental design, the lack of a mutually agreed framework to quantitatively link genes and pathways to key events, and the need for better interpretation of chemically induced changes at the molecular level. This article was developed to provide an overview of ecological risk assessment process and a perspective on how high content molecular-level datasets can support the future of assessment procedures through the AOP framework."
171,Expression of the adult intestinal stem cell marker Lgr5 in the metastatic cascade of colorectal cancer.,21577318,International journal of clinical and experimental pathology. Volume: 4 Issue: 4 Apr 2011,2011,http://www.ncbi.nlm.nih.gov/pubmed/21577318/,"The recently advanced cancer stem cell model postulates that progression and metastasis of cancer are mainly driven by tumor cells with stem cell properties. Intestinal cancer stem cells are difficult to study due to the lack of reliable markers, but expression of the Wnt target gene Lgr5 is promising to define at least stem cell like cells in intestinal and colorectal cancer. The aim of this study was to find a possible link of stem cell like cancer cells to the metastatic process of colorectal cancer. To this end, we evaluated immunohistochemical Lgr5 expression in 31 distant metastases and in primary tumor compartments with relevance for metastasizing, comprising 89 colorectal carcinomas. Lgr5 expression was seen in 51.6% of distant metastases. 12.9%, 14.8% and 26.7% of primary tumors with histologically confirmed tumor buds, angioinvasion and perineural infiltrates, respectively, showed evidence of Lgr5 expression in these tumor compartments. However, distant metastases, which were derived from carcinomas with such Lgr5 positive tumor compartments, showed 6- to 11.5-fold higher median value of Lgr5 expression compared to those metastases derived from tumors without Lgr5 expressing cells in these compartments. These differences between the metastases were statistically significant, if being related to tumor buds (all tumors; p = 0.047) and to vascular infiltrates (stage IV tumors; p = 0.007). In conclusion, our results point to rare evidence of Lgr5 positive stem cell like cells in the metastatic cascade of colorectal cancer, but these few cells might be biologically powerful in the metastatic process of cancer subsets. Clonal analysis is necessary to proof this hypothesis."
172,Laser Doppler flowmetry in evaluation of lower limb resting skin circulation. A study in healthy controls and atherosclerotic patients.,2974174,Scandinavian journal of clinical and laboratory investigation. Volume: 48 Issue: 7 Nov 1988,1988,http://www.ncbi.nlm.nih.gov/pubmed/2974174/,"Laser Doppler flowmetry (LDF) was used to evaluate lower limb resting skin perfusion in sixty subjects divided into four groups: healthy young and elderly controls, and patients with intermittent claudication or critical ischaemia. Measurements were performed in pulp skin containing microvascular AV anastomoses and in the skin of leg and thigh where these shunts are absent. In toe pulp controls and claudicators had higher perfusion values than in leg and thigh skin (p less than 0.01), indicating that the LDF method evaluates flow both in nutritional capillaries, AV anastomoses and in dermal vascular plexa. Elderly controls had higher flux values in the pulp than claudicators (p less than 0.01), and claudicators had higher values than patients with critical ischaemia (p less than 0.01), showing that LDF could differentiate between the clinical groups. Study of reproducibility confirmed that values were reproducible on a given population. Day to day variation was considerable in individual subjects, probably because of changes in sympathetic vascular tone and because of different vascular architecture in the measuring volumes which are only some few mm3. The fact that LDF measures total skin blood flow explains why several papers have found a poor correlation between LDF and methods which mainly evaluate nutritional blood flow. The method is non-invasive, continuous and easy to perform. Laser Doppler flowmetry may have several clinical applications, like evaluating progress of atherosclerotic disease or therapeutic effects of drugs or operations. To increase the reproducibility of resting skin flux measurements local heating of the skin is recommended and the measurements should be performed with an integrating probe, which averages the readings obtained at several positions simultaneously."
173,"BEtablocker Treatment After acute Myocardial Infarction in revascularized patients without reduced left ventricular ejection fraction (BETAMI): Rationale and design of a prospective, randomized, open, blinded end point study.",30530121,American heart journal. Volume: 208 Oct 25 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30530121/,Current guidelines on the use of β-blockers in post-acute myocardial infarction (MI) patients without reduced left ventricular ejection fraction (LVEF) are based on studies before the implementation of modern reperfusion and secondary prevention therapies. It remains unknown whether β-blockers will reduce mortality and recurrent MI in contemporary revascularized post-MI patients without reduced LVEF.
174,Diagnostic and prognostic role of Ki67 immunostaining in human astrocytomas using four different antibodies.,12489673,Clinical neuropathology. Volume: 21 Issue: 6,,http://www.ncbi.nlm.nih.gov/pubmed/12489673/,"Astrocytomas have an inherent tendency to progress, and histopathological examination and grading do not always identify these subsets of tumors. The aim of this study was therefore to investigate whether different Ki67 antibodies could assist in the diagnostic and prognostic evaluation of these tumors."
175,Interaction of Physical Activity and Body Mass Index on Mortality in Coronary Heart Disease: Data from the Nord-Trøndelag Health Study.,28238694,The American journal of medicine. Volume: 130 Issue: 8 08 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28238694/,"The role of physical activity in the relationship between body mass index (BMI) and survival in coronary heart disease is unclear. Our aim was to examine the isolated and combined associations among BMI, physical activity, and mortality in subjects with coronary heart disease."
176,Interactions between gastric acid secretagogues and the localization of the gastrin receptor.,19089789,Scandinavian journal of gastroenterology. Volume: 44 Issue: 4 2009,2009,http://www.ncbi.nlm.nih.gov/pubmed/19089789/,
177,Introduction to the Joint Global Ocean Flux Study (JGOFS).,11842645,Ambio. Issue: Spec No 10 May 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11842645/,
178,"Effects of long-term treatment with warfarin on fibrinogen, FPA, TAT, and D-dimer in patients with coronary artery disease.",1412183,Thrombosis research. Volume: 66 Issue: 1 Apr 01 1992,1992,http://www.ncbi.nlm.nih.gov/pubmed/1412183/,"Sixty-four patients undergoing aorto-coronary bypass surgery were randomized to receive antithrombotic treatment with acetylsalicylic acid (ASA), 300 mg/d (n = 30) or warfarin, INR = 2.5 - 4.2 (n = 34). The levels of fibrinogen, thrombin-antithrombin III complexes (TAT), fibrinopeptide A (FPA) and D-dimer were assessed before surgery and 9 months postoperatively. In the warfarin treated group the fibrinogen levels were increased after 9 months, while the levels of TAT, FPA and D-dimer were decreased. In the ASA group TAT levels were increased at 9 months, whereas no significant changes in fibrinogen, FPA or D-dimer from baseline were noted. Thus, a reduced activation of the coagulation system has been demonstrated during long-term treatment with warfarin in patients with coronary artery disease."
